x,y
0.0,nan
0.3,nan
0.3,nan
0.3,nan
0.6,nan
0.3,nan
0.3,0.7272727272727273
0.0,1.0
0.0,0.888888888888889
0.3,0.7272727272727273
0.3,0.5454545454545454
0.3,0.0
0.0,0.0
0.3,0.0
0.0,0.0
0.3,nan
0.3,0.75
0.3,0.7272727272727273
0.3,0.75
0.3,0.7386363636363636
0.3,0.8
0.3,0.6666666666666665
0.0,0.9333333333333333
0.3,0.6666666666666666
0.3,0.75
0.3,0.8
0.3,0.7272727272727273
0.3,0.6666666666666666
0.3,0.8
0.3,0.7272727272727273
0.3,0.5714285714285715
0.3,nan
0.3,0.7272727272727273
0.3,0.7272727272727273
0.3,0.6666666666666666
0.3,0.75
0.3,0.7272727272727273
0.3,0.775
0.3,0.75
0.3,0.75
0.3,0.75
0.3,0.7272727272727273
0.3,0.75
0.3,0.7272727272727273
0.3,0.75
0.0,0.7272727272727273
0.3,0.7272727272727273
0.6,0.7272727272727273
0.9,0.75
0.3,0.0
0.3,0.3333333333333333
0.3,0.5714285714285715
0.3,0.7272727272727273
0.3,0.6666666666666665
0.3,0.75
0.3,0.7272727272727273
0.3,0.7386363636363636
0.3,0.0
0.3,0.6333333333333333
0.3,0.7272727272727273
0.3,0.8782051282051282
0.3,0.7272727272727273
0.3,0.7272727272727273
0.3,0.6333333333333333
0.3,0.7272727272727273
0.3,0.7272727272727273
0.3,0.7272727272727273
0.3,0.888888888888889
0.3,0.75
0.3,0.0
0.3,0.923076923076923
0.3,0.8
0.3,0.4
0.3,0.7272727272727273
0.3,0.7272727272727273
0.3,0.6333333333333333
0.3,0.0
0.3,0.6666666666666666
0.3,0.5357142857142858
0.0,0.8
0.3,0.75
0.6,0.75
0.9,0.775
0.0,0.7272727272727273
0.3,0.7272727272727273
0.6,0.7272727272727273
0.9,0.75
0.0,0.75
0.3,0.75
0.6,0.75
0.9,0.75
0.0,0.7272727272727273
0.3,0.7272727272727273
0.6,0.7386363636363636
0.9,0.7272727272727273
0.3,0.0
0.3,0.3333333333333333
0.3,0.5714285714285715
0.3,0.8
0.3,0.0
0.3,0.3333333333333333
0.3,0.5714285714285715
0.3,0.7272727272727273
0.3,0.0
0.3,0.3333333333333333
0.3,0.4
0.3,0.5714285714285715
0.3,0.0
0.3,nan
0.3,nan
0.3,nan
0.3,0.6666666666666665
0.3,0.6666666666666665
0.3,0.6333333333333333
0.3,0.5714285714285715
0.3,0.6666666666666665
0.3,0.75
0.3,0.7272727272727273
0.3,0.7386363636363636
0.3,0.923076923076923
0.3,0.923076923076923
0.3,0.8782051282051282
0.3,0.8333333333333333
0.3,0.6333333333333333
0.3,0.7272727272727273
0.3,0.8782051282051282
0.3,0.6
0.3,0.6666666666666665
0.3,0.7272727272727272
