x,y
0.0,4.34275464373785e-15
0.1,0.5648338842738063
0.1,0.5303282436861227
0.3,0.5717300402578194
0.1,0.5463766077976233
0.1,0.5410808535099827
0.1,0.849709637254372
0.0,0.8234171422087457
0.0,0.8226450927861861
0.1,0.849709637254372
0.1,0.9028527820249279
0.1,0.5438145175262674
0.0,0.18999091737525461
0.1,0.5367953811470277
0.0,0.17912071831254797
0.1,0.5383908301168661
0.1,0.8489893107408105
0.1,0.84933217339489
0.1,0.8421528607912583
0.1,0.8484541905598866
0.1,0.8290159927664478
0.1,0.9047843577209063
0.0,0.8555984288387131
0.1,0.8790094444728378
0.1,0.844167342916488
0.1,0.8235045480408048
0.1,0.849709637254372
0.1,0.914099729651747
0.0,0.8419891955429032
0.1,0.849709637254372
0.3,0.8431261990582504
0.5,0.84383550335167
0.1,0.849709637254372
0.1,0.8587398759189324
0.1,0.8363805760051004
0.1,0.7063632901983188
0.1,0.849709637254372
0.1,0.7373218658140444
0.1,0.8064975858532278
0.1,0.7798176071757652
0.1,0.8565226087426112
0.1,0.849709637254372
0.1,0.8595516430109602
0.1,0.8446289692989981
0.1,0.8565226087426117
0.1,0.8576787158394541
0.1,0.849709637254372
0.1,0.8393923006131756
0.1,0.8280881348930988
0.1,0.8940682149537216
0.1,0.8617623488739552
0.1,0.8305299754681947
0.1,0.849709637254372
0.1,0.9359861076000889
0.1,0.8851601711232542
0.1,0.849709637254372
0.1,0.8311926143699038
0.1,0.5804108257126528
0.1,0.7740166753977622
0.1,0.849709637254372
0.1,0.9143245224027869
0.1,0.8101611555741808
0.1,0.849709637254372
0.1,0.7699019105493068
0.1,0.849709637254372
0.1,0.8445365228713559
0.1,0.8418261606650226
0.1,0.7608263831306947
0.1,0.844167342916488
0.1,0.7604750115430198
0.1,0.7797088485048485
0.1,0.8235045480408048
0.1,0.7650318298770704
0.1,0.8101611555741808
0.1,0.849709637254372
0.1,0.7699019105493068
0.1,0.9210353978733564
0.1,0.914099729651747
0.1,0.8493780051949649
0.1,0.8633035797927899
0.1,0.8565226087426112
0.1,0.8501926620199282
0.1,0.8433150333816248
0.1,0.8576787158394541
0.1,0.849709637254372
0.1,0.8393923006131756
0.1,0.8280881348930988
0.1,0.8671347148636681
0.1,0.8595516430109602
0.1,0.8532444798186518
0.1,0.8438089515790688
0.1,0.8549531625108011
0.1,0.8446289692989981
0.1,0.8334285899092599
0.1,0.8268839184607644
0.0,0.9051056686685452
0.0,0.8594213596745445
0.0,0.8482788821375375
0.0,0.8419891955429032
0.1,0.8940682149537216
0.1,0.8617623488739552
0.1,0.8305299754681947
0.1,0.849709637254372
0.3,0.9587899751322133
0.3,0.8737060771284677
0.3,0.8474400378309987
0.3,0.8431261990582504
0.5,1.0
0.5,0.8885663331561234
0.5,0.8514527365629414
0.5,0.84383550335167
0.1,0.8837957862879373
0.1,0.8159476539441637
0.1,0.7740166753977622
0.1,0.7563936119098997
0.1,0.9359861076000889
0.1,0.8851601711232542
0.1,0.849709637254372
0.1,0.8311926143699038
0.1,0.9578128735628021
0.1,0.9313030803322512
0.1,0.9143245224027869
0.1,0.9026496607465246
0.1,0.7740166753977622
0.1,0.849709637254372
0.1,0.9143245224027869
0.1,0.8388788092620808
0.1,0.9047843577209063
0.1,0.8958152310173484
