path,bytes,sha256
src/__init__.py,511,f06951e7d36fbfa5b3a7ef024e8a10b831d8828aeb9cd6860159a6ac23407e94
src/design.py,9422,f59bae7963cfa186dc8bb295d165c871af962bf79b05cb1e5c6b9c4cc49b2467
src/dgp.py,15545,82a64667f0a4a92d3326b16caa0c0893eb0c70e6d035c0ae435159f03d0dc3fd
src/evaluation.py,31606,dfeb1dccdc3e999f42577dac0e5e8d3fe1550081f31ed3fd034e7697096a3b42
src/fit.py,12171,f3d7c69715e50858a0d76ca1f03f4c427a3e017073ce0bfaabfafbc233774cbf
src/identifiability.py,3064,fc2c880837d29bd25718d213530434cd188f02ac6a0f69ad23f7aa7587ea11d3
src/interventions.py,11442,cfdd579b0d1ce48e5d7ed6285c769287b60f5e200f8e715e4e7f13f779005398
src/metrics.py,9709,bac1094ccaff59cd5a32fb8ccd8f298eff3f6cbfe95953ce88bf3ebd6c71ac3b
src/models.py,4142,8b6e4838165b9d304056839887c8e6e9bf775559f81c530c8c76484a7282ec09
src/observations.py,13645,61feecf5bb8f0e171c6089927ddad2fbb96bef78c89f5216c1b9138baec3b7b5
src/plan.py,3387,6e24c35a5823f7da1ffd8f074b32129e8276bf90a8d04f9060e7d4d2b2eab28f
scripts/_bootstrap_path.py,307,217542f94b9948ad608e77ff9d551709e133108d156863d5e5af44800b433fe1
scripts/benchmark.py,5749,c27cc3e8cc8cd0fbc7f98edd1116aad5ca07792fc049fee8b3db24168c6cd111
scripts/freeze_protocol.py,15268,62503cca6b179f582226345b7ae942204560b164db60a4e30017d41eeb6b064c
scripts/run_experiment.py,3937,ccf6c6c151b9fed25fe4f5c745bc3c8965507e75d97d5899f7a75079b52be4cd
scripts/run_g0.py,5038,e3974e87119130bbdca34b61ae1641dc03a6bedfb44692caec873af8a99b8c42
scripts/run_smoke.py,7095,0854bc94e6f1b465195207ed4019e9b41a66a46f2e57f7d817276d2c006781ab
tests/conftest.py,1350,136e476e0a1350057c9e475200c18fd49d541a1ae60288f1dd9f64ae20c0bdb6
tests/test_dgp.py,10195,40f25b7847ff58c22644c998e5954c4024a724f7d965e7c9ab16e0736340c48f
tests/test_estimands_and_freeze.py,13032,9fce75ca64efd5218748e84d59d007a845a9ce5136dac5781515572c5649f760
tests/test_g0_and_design.py,11979,c0d587ea15d87a6c80ade5a2c9b93dc7569926c901e2dbfb109be91b4b656075
tests/test_no_truth_leakage.py,7889,8dedd2a57c80a386991a57f97d02b5c0c4eac97cf646e4db288afebc383ef423
tests/test_protocol.py,14477,b4f0046b5b4334b207a4ddc643ec01864fa51d3d3e231a1acc5ab1580ccad9fc
tests/test_solver.py,6082,992c6e3f75af7d7b1ebfa3e4bd5a391912f92efbd1a796ea1445afbd25d698b3
