path,bytes,sha256
outputs/analysis/FINAL_SYNTHETIC_IDENTIFIABILITY_STATUS.json,9863,ba5a437f5d81277d7a25888c2eb11bfed80ad7989a6bb3d0923b888019f1fdc6
outputs/analysis/SUMMARY_PAYLOAD.json,297691,5f1f04ae2fe970f08e1b3bfdd4a82c7f7ae561ec4d0df23b16b4be4a49756b26
outputs/analysis/data_adequacy_map.csv,60170,9f386d4e753bea947b01f99b3d2b4f335f239b954423917773d6c7a5250ea196
outputs/analysis/estimability_summary.csv,47537,d9dea4fe4af8a64cfe90c498ae07d83c7af8e89b80838349611f9a70228aec62
outputs/analysis/figures/data_adequacy_map_figure_data.csv,14045,8d53eb090df24bb309e6446b074fd9bb23350706c3102d24a79898e77ba69435
outputs/analysis/figures/data_adequacy_supported_complexity.png,40616,a02ad68007b44d6d1b097ac4cf03d88d8a3fc077acfc1ac605c4476d85ef7c50
outputs/analysis/figures/impulse_response_proxy_nire.csv,11733,b930e83f97071b9e72ef8ebdddd7744847c950dcbfc52f8077f798908d428ce5
outputs/analysis/figures/intervention_error_vs_missingness.csv,3062,65b61eab26cf1ec7dd90e0d89c8d2db4a8a173a546a72535f87b045fea6e21dc
outputs/analysis/figures/intervention_error_vs_missingness.png,36285,feac4a70e7d3733e6857eaec26c17cb10685a1fae7714e655f7f94a6c6d205ce
outputs/analysis/figures/network_f1_vs_confounding.csv,2295,d66d4a9f34d9c5b078612edeb679d0f166109099785ccc975bbce3374003e206
outputs/analysis/figures/network_f1_vs_confounding.png,35808,af0090d9e3b959ac9741def0f5d4b58edd4e86e140c49eb20351245b7a66b43d
outputs/analysis/figures/network_f1_vs_missingness.csv,2295,bba3278e6f0fb75270693e8215f9e7c09ff583925891474f0a648cb912d224cc
outputs/analysis/figures/network_f1_vs_missingness.png,36440,30dc67c0ad3b38d4a8a84660dff0e0c515f1a24122c5f366853990e2138fdf73
outputs/analysis/figures/prediction_vs_intervention_N.csv,4679,81f30288aca13becd57494e506e7d5419723f8f2348270c3c227471e3417e8b0
outputs/analysis/figures/prediction_vs_intervention_N.png,46312,13418854112241a2453b34b16e78a1409278d304d448ecf9178f7c0c4bacf817
outputs/analysis/gate_results.csv,1285,2b27e92a2b3fd0fc68e8ef03f9e4e5af91e9f078432db91494c1f87c5ea0c53c
outputs/analysis/intervention_recovery.csv,11813,32eaf63891e2cd78b9a256970ec539a4e19307a48c22a82b55e6a4ac2f19be86
outputs/analysis/network_recovery.csv,9526,052a65425eeab05027b8669d095bc62f9f9a19a9711178d39c35624957a4ab43
outputs/analysis/placebo_falsification.csv,155,351e6f30a5c7dfb1d3a0bc70f68948659b5848146cfec19f1fb500e1dd39707a
outputs/analysis/prediction_vs_intervention.csv,21306,3e90a0d4d01e1e075584ba4a0419dfaf02c3df581d911220668e8f7d5071c105
outputs/analysis/scenario_summary.csv,17085,e350724d52835394b6854924927043481689e4363ffdfedd182ae3c14577ca02
outputs/analysis/sweep_replicates.csv,21980087,ea694bd421e93a720938d59fed22a69be4b0449a1d25e5d9b5567774e9ef0a09
outputs/provenance/SWEEP_MANIFEST.json,2855,3e5fe3a26c5965ffb0ad5acd9793fdd842c7a15038100e5f2d7308130a1ee1fb
outputs/summarizer/ANALYSIS_SUMMARY.json,297691,5f1f04ae2fe970f08e1b3bfdd4a82c7f7ae561ec4d0df23b16b4be4a49756b26
