path,bytes,sha256
src/__init__.py,511,be9bbdd3da8b082faea63232a7815df878543cb75d0f3d41075b059187fb8749
src/design.py,9672,ce32e69d56413e27fa6f86556333a88c9ed112aa0cd4a1379d794f5101d6bb0f
src/dgp.py,17208,1d946ce97fc1c03e098659170cd69cab52e8588397a497e00be4f7bd13ecbe4a
src/evaluation.py,36959,28e68f033d4324cc33327ac926ac49a35400e8979a4ec905c7c1e856ac7511e2
src/fit.py,13453,3b0949829e31ed98a013648ce97b9254d3cff444290dab05b64feea9675d6fcc
src/identifiability.py,3064,fc2c880837d29bd25718d213530434cd188f02ac6a0f69ad23f7aa7587ea11d3
src/interventions.py,13010,72148b362fcb90597c1c593e8d87537551318e1820faaed96475a17d89d0906c
src/metrics.py,9709,bac1094ccaff59cd5a32fb8ccd8f298eff3f6cbfe95953ce88bf3ebd6c71ac3b
src/models.py,4309,8fe5d1daeba45a91ca08487a789526beac5405d835864487fdfbfe6da7f7d163
src/observations.py,14271,43d0c6a1ea7adde5e758e7a40db9312271373f6196abda01db5088007d2d1541
src/plan.py,3387,6e24c35a5823f7da1ffd8f074b32129e8276bf90a8d04f9060e7d4d2b2eab28f
src/summarize.py,14700,294359fd44d09717b4d0d1dba0f4d0930d3b3684a48914070639ffb858820200
scripts/_bootstrap_path.py,307,217542f94b9948ad608e77ff9d551709e133108d156863d5e5af44800b433fe1
scripts/benchmark.py,5749,c27cc3e8cc8cd0fbc7f98edd1116aad5ca07792fc049fee8b3db24168c6cd111
scripts/freeze_protocol.py,20221,6f0c982b9fdeb0bdff5ecfa7a0b6e325a3b1c866754dc1f54b8e1c7aeb1928ed
scripts/run_experiment.py,3940,06f9b0234ac07c397e7c517585a78a76333f70b175107373f79da7926bd862c1
scripts/run_g0.py,5041,81f4684931be1e1d3c1bd8339ff8923ffa19a7b374b54e24f052ffed3f7158d7
scripts/run_smoke.py,7098,8d9b595b9ab3d461cc8db8bf7f38f2e34b6be2ab4183b1f2429629e708fdc6c2
scripts/summarize_results.py,1866,2003e4cefbe213f453b5a9ff158b46103a17a6cc8b5dfd5ea1933c5938b102e6
tests/conftest.py,1350,136e476e0a1350057c9e475200c18fd49d541a1ae60288f1dd9f64ae20c0bdb6
tests/test_dgp.py,10195,40f25b7847ff58c22644c998e5954c4024a724f7d965e7c9ab16e0736340c48f
tests/test_estimands_and_freeze.py,13468,25ab6a23ee474d2337c25789d4b6daa378c4f30d0f5dd59359303730175bb694
tests/test_g0_and_design.py,11994,6590f9d93769e111442408a95c68438257a761843a0b65b1c93b57d126fa2ee0
tests/test_no_truth_leakage.py,7889,8dedd2a57c80a386991a57f97d02b5c0c4eac97cf646e4db288afebc383ef423
tests/test_protocol.py,13754,24220ee727fd5cb2fefd2be441a10c466af276abab1446b8c0bbf1a23234fc52
tests/test_solver.py,6082,992c6e3f75af7d7b1ebfa3e4bd5a391912f92efbd1a796ea1445afbd25d698b3
tests/test_summarizer.py,7258,1050d03324570faa4154523335caacea4534ef32cd1781213f676fc21780e252
tests/test_v2_corrections.py,6520,98b33f93357471ff155e38b538a03161ab908dcb0cc0198e190fe1fa0453f4b0
