timestamp_utc,interactive_arrivals,batch_arrivals,interactive_work_units,batch_arrival_work_units,batch_service_work_units,batch_backlog_start_work_units,batch_backlog_work_units,executed_work_units,utilization_index,it_power_shape_index,workload_scenario,p_it_mw,p_fan_mw,p_other_mw,p_evap_aux_mw,p_fac_mw,pue,raw_evap_m3_per_h,cooling_mode,t_db_C,t_wb_C,weather_gap_filled,weather_driver_provenance,it_power_provenance,facility_power_provenance,water_withdrawal_proxy_m3_per_h,water_provenance,location_intensity_proxy_kg_per_mwh,location_emissions_kgco2e,carbon_provenance,arrival_provenance,execution_provenance
2024-01-01 08:00:00+00:00,48,18,52.41952134238352,20.741724704341536,20.741724704341536,0.0,0.0,73.16124604672505,0.6605372626173915,1.0020970917723584,mixed_cox,187.43983776106293,6.150606434776573,3.4355069442979,0.0,197.0259511401374,1.0511423478251953,0.0,outside_air_or_winter_mix,-3.0000061035156023,-3.144211832961428,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,17.456129677649386,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,56794.112016094114,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 09:00:00+00:00,32,17,33.50162250616648,12.529252289224736,12.529252289224736,0.0,0.0,46.03087479539121,0.41559035249089543,0.8286113060058063,mixed_cox,154.9897410539466,5.085796648340808,2.8407425979770937,0.0,162.9162803002645,1.0511423478251953,0.0,outside_air_or_winter_mix,-4.000006103515602,-4.273118082682257,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,14.628012126576039,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,46961.760210143635,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 10:00:00+00:00,42,18,37.676213432965376,26.494428699355584,26.494428699355584,0.0,0.0,64.17064213232096,0.5793654781031568,0.9452782790511678,mixed_cox,176.81201623989688,5.801867616942833,3.2407140172720674,0.0,185.8545978741118,1.0511423478251956,0.0,outside_air_or_winter_mix,-4.333339436848935,-4.601894124348963,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,16.529885024360162,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,53573.89110057246,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 11:00:00+00:00,51,18,43.72361556152839,17.900372993518086,17.900372993518086,0.0,0.0,61.62398855504648,0.5563729831189494,0.9290740370383274,mixed_cox,173.78105195623064,5.702410272925818,3.1851607316480797,0.0,182.66862296080453,1.0511423478251953,0.0,outside_air_or_winter_mix,-4.666672770182269,-4.931321207682277,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,16.265727929092307,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,52655.51149088267,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 12:00:00+00:00,49,20,50.64676380975039,16.393011298846606,16.393011298846606,0.0,0.0,67.039775108597,0.6052694825404826,0.9634744007072421,mixed_cox,180.2155567940989,5.91355059044382,3.3030960986312388,0.0,189.43220348317396,1.0511423478251956,0.0,outside_air_or_winter_mix,-5.000006103515602,-5.260097249348935,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,16.826513193576613,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,54605.16100453534,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 13:00:00+00:00,47,23,45.87984611003814,23.485347230428136,23.485347230428136,0.0,0.0,69.36519334046628,0.6262645513278364,0.9781775336918606,mixed_cox,182.96574226399375,6.003794524977774,3.3535031059824463,0.0,192.32303989495395,1.0511423478251953,0.0,outside_air_or_winter_mix,-3.666672770182269,-3.943690999348944,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,17.06619962244358,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,55438.46487156785,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 14:00:00+00:00,53,14,51.235825401709945,17.791103761438404,17.791103761438404,0.0,0.0,69.02692916314835,0.6232105287981435,0.9760411854683365,mixed_cox,182.56614349486622,5.990682185626214,3.3461790260927673,0.0,191.9030047065852,1.0511423478251953,0.0,outside_air_or_winter_mix,-3.0000061035156023,-3.4233459472656005,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,17.031373461444527,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,55317.38678311874,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 15:00:00+00:00,61,26,62.058466282834864,32.946222691922564,24.03217266805886,0.0,8.914050023863705,86.09063895089372,0.7772704548154842,1.0828703818033407,mixed_cox,202.54828633669646,6.6463714873863555,3.712423423842245,0.0,212.90708124792505,1.0511423478251953,0.0,outside_air_or_winter_mix,-3.333339436848936,-3.614263916015579,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,18.77287362981357,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,61371.95913249924,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 16:00:00+00:00,37,15,36.43774383544374,20.729817820065016,26.828405634930203,8.914050023863705,2.815462208998518,63.266149470373946,0.5711992543267268,0.939528894492793,mixed_cox,175.73660776132147,5.766579417874016,3.2210033018754167,0.0,184.7241904810709,1.0511423478251953,0.0,outside_air_or_winter_mix,-2.0000061035156023,-2.44190063476562,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,16.436160139029845,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,53248.04324280208,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 17:00:00+00:00,60,22,54.67014754386295,28.341026924736294,24.83853011836449,2.815462208998518,6.317959015370324,79.50867766222744,0.7178451316123691,1.0418794918329564,mixed_cox,194.8810394912423,6.394780265648396,3.5718936405483555,0.0,204.84771339743904,1.0511423478251953,0.0,outside_air_or_winter_mix,1.6666605631510645,0.7765238444007163,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,18.104651418713487,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,59048.78983510122,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
2024-01-01 18:00:00+00:00,58,27,50.902867500971055,26.91725488233055,25.24968919762158,6.317959015370324,7.985524700079292,76.15255669859263,0.6875443497897581,1.0208773276036034,mixed_cox,190.95263545923518,6.2658745463185195,3.4998915544754245,0.0,200.71840156002912,1.0511423478251953,0.0,outside_air_or_winter_mix,4.666660563151065,2.69227498372284,False,canonical KS39/KRDM weather; ks39_valid_observed; T/Td measured MADIS METAR; pressure ks39_altimeter_derived; RH/Twb recomputed from final T/Td/P,fitted: stochastic shape scaled to annual facility-electricity closure,fitted: annual closure + scenario overhead priors,17.76227991545106,fitted: hourly shape closed to reported annual site withdrawal,288.2570122739746,57858.48674210188,fitted proxy: constant within-year intensity closed to Meta annual location Scope 2; PACW hourly shape unavailable,scenario: scale-free Cox-process work arrivals,scenario: aggregate queue/service policy
